trial_id,seed,depth,true_size,estimated_size,ci_lower,ci_upper,ci_width,relative_width,true_in_ci,relative_error,oracle_lower,oracle_upper,oracle_width,true_in_oracle,width_ratio_vs_oracle
202,15838,3,125000,140556,105938.00,178640.00,72702.00,0.5816,true,0.124448,102275.82,153132.44,50856.62,true,1.4295
203,23757,3,125000,126720,94600.00,159536.00,64936.00,0.5195,true,0.013760,102847.00,152594.36,49747.36,true,1.3053
204,31676,3,125000,118910,88200.00,153459.00,65259.00,0.5221,true,0.048720,103026.04,153124.35,50098.31,true,1.3026
205,39595,3,125000,122400,89010.00,154440.00,65430.00,0.5234,true,0.020800,102736.35,153399.63,50663.28,true,1.2915
206,47514,3,125000,143208,108241.00,181888.00,73647.00,0.5892,true,0.145664,102288.49,152707.26,50418.76,true,1.4607
207,55433,3,125000,129030,96350.00,165200.00,68850.00,0.5508,true,0.032240,102025.68,152711.14,50685.46,true,1.3584
208,63352,3,125000,127008,99000.00,165672.00,66672.00,0.5334,true,0.016064,102489.36,152983.87,50494.51,true,1.3204
209,71271,3,125000,127400,99360.00,169290.00,69930.00,0.5594,true,0.019200,103002.38,153403.21,50400.83,true,1.3875
210,79190,3,125000,115000,86940.00,145800.00,58860.00,0.4709,true,0.080000,103095.05,153245.39,50150.34,true,1.1737
211,87109,3,125000,127041,97008.00,165648.00,68640.00,0.5491,true,0.016328,102698.27,152763.76,50065.49,true,1.3710
212,95028,3,125000,132600,99452.00,166320.00,66868.00,0.5349,true,0.060800,102121.01,153736.93,51615.92,true,1.2955
213,102947,3,125000,117453,90945.00,154336.00,63391.00,0.5071,true,0.060376,102780.87,153273.57,50492.70,true,1.2554
214,110866,3,125000,143312,108288.00,181944.00,73656.00,0.5892,true,0.146496,103100.15,152702.89,49602.74,true,1.4849
215,118785,3,125000,151632,115248.00,191748.00,76500.00,0.6120,true,0.213056,102604.07,154072.23,51468.16,true,1.4864
216,126704,3,125000,156800,124384.00,204655.00,80271.00,0.6422,true,0.254400,102758.46,153359.30,50600.83,true,1.5864
217,134623,3,125000,140000,103275.00,174960.00,71685.00,0.5735,true,0.120000,102789.48,153339.53,50550.05,true,1.4181
218,142542,3,125000,154440,117453.00,194880.00,77427.00,0.6194,true,0.235520,103175.32,153252.91,50077.59,true,1.5461
219,150461,3,125000,110032,82656.00,145350.00,62694.00,0.5016,true,0.119744,102475.23,152330.40,49855.17,true,1.2575
220,158380,3,125000,137445,103400.00,175112.00,71712.00,0.5737,true,0.099560,102921.61,153959.72,51038.11,true,1.4051
221,166299,3,125000,122500,95220.00,163350.00,68130.00,0.5450,true,0.020000,102455.20,153619.94,51164.74,true,1.3316
222,174218,3,125000,117312,88924.00,154336.00,65412.00,0.5233,true,0.061504,102764.06,153078.94,50314.88,true,1.3001
223,182137,3,125000,127400,97200.00,163134.00,65934.00,0.5275,true,0.019200,102586.90,153355.36,50768.45,true,1.2987
224,190056,3,125000,135200,105984.00,178695.00,72711.00,0.5817,true,0.081600,103111.30,153304.33,50193.03,true,1.4486
225,197975,3,125000,127400,93060.00,160272.00,67212.00,0.5377,true,0.019200,102233.23,152522.18,50288.95,true,1.3365
226,205894,3,125000,129744,94944.00,163020.00,68076.00,0.5446,true,0.037952,102740.38,153061.41,50321.03,true,1.3528
227,213813,3,125000,142100,104940.00,177444.00,72504.00,0.5800,true,0.136800,103026.30,153586.19,50559.89,true,1.4340
228,221732,3,125000,139776,105468.00,177632.00,72164.00,0.5773,true,0.118208,103047.20,152997.44,49950.24,true,1.4447
229,229651,3,125000,124550,92610.00,159732.00,67122.00,0.5370,true,0.003600,102674.49,153036.83,50362.35,true,1.3328
230,237570,3,125000,122304,90945.00,157248.00,66303.00,0.5304,true,0.021568,102480.60,153274.36,50793.76,true,1.3053
231,245489,3,125000,132055,99000.00,168858.00,69858.00,0.5589,true,0.056440,102619.75,152933.12,50313.38,true,1.3885
232,253408,3,125000,122304,90816.00,157092.00,66276.00,0.5302,true,0.021568,102889.04,152574.84,49685.81,true,1.3339
233,261327,3,125000,117312,88924.00,154128.00,65204.00,0.5216,true,0.061504,102459.45,153021.06,50561.61,true,1.2896
234,269246,3,125000,115150,86940.00,151470.00,64530.00,0.5162,true,0.078800,102733.50,153172.09,50438.59,true,1.2794
235,277165,3,125000,146068,108288.00,188442.00,80154.00,0.6412,true,0.168544,102660.49,152880.67,50220.18,true,1.5961
236,285084,3,125000,129168,96726.00,165648.00,68922.00,0.5514,true,0.033344,102390.76,152433.55,50042.79,true,1.3773
237,293003,3,125000,137800,103776.00,175560.00,71784.00,0.5743,true,0.102400,102689.99,152772.07,50082.09,true,1.4333
238,300922,3,125000,119952,90945.00,157248.00,66303.00,0.5304,true,0.040384,103107.30,153011.14,49903.85,true,1.3286
239,308841,3,125000,145750,110400.00,187920.00,77520.00,0.6202,true,0.166000,102496.04,153807.56,51311.52,true,1.5108
240,316760,3,125000,122451,95175.00,163296.00,68121.00,0.5450,true,0.020392,102708.66,153291.81,50583.15,true,1.3467
241,324679,3,125000,122500,93150.00,160380.00,67230.00,0.5378,true,0.020000,102755.57,153291.16,50535.59,true,1.3303
242,332598,3,125000,132600,103776.00,175560.00,71784.00,0.5743,true,0.060800,102900.86,153469.80,50568.93,true,1.4195
243,340517,3,125000,135200,101520.00,172368.00,70848.00,0.5668,true,0.081600,103098.91,153368.81,50269.90,true,1.4094
244,348436,3,125000,132496,99264.00,172197.00,72933.00,0.5835,true,0.059968,102524.22,153289.10,50764.88,true,1.4367
245,356355,3,125000,127400,97200.00,166212.00,69012.00,0.5521,true,0.019200,102920.31,153386.24,50465.93,true,1.3675
246,364274,3,125000,135150,101430.00,172260.00,70830.00,0.5666,true,0.081200,102872.35,153676.92,50804.57,true,1.3942
247,372193,3,125000,127200,92880.00,160056.00,67176.00,0.5374,true,0.017600,102639.18,152774.01,50134.84,true,1.3399
248,380112,3,125000,117600,91080.00,154440.00,63360.00,0.5069,true,0.059200,102334.27,152965.36,50631.09,true,1.2514
249,388031,3,125000,127400,97200.00,166212.00,69012.00,0.5521,true,0.019200,103009.69,153122.84,50113.15,true,1.3771
250,395950,3,125000,115200,89056.00,151580.00,62524.00,0.5002,true,0.078400,102876.39,153109.32,50232.93,true,1.2447
251,403869,3,125000,145600,110160.00,187758.00,77598.00,0.6208,true,0.164800,102305.38,152903.75,50598.36,true,1.5336
252,411788,3,125000,107800,82800.00,142560.00,59760.00,0.4781,true,0.137600,102599.50,152906.34,50306.83,true,1.1879
253,419707,3,125000,135252,106032.00,178752.00,72720.00,0.5818,true,0.082016,102536.87,152647.23,50110.37,true,1.4512
254,427626,3,125000,115056,85054.00,148720.00,63666.00,0.5093,true,0.079552,102621.44,153330.10,50708.66,true,1.2555
255,435545,3,125000,143208,110544.00,185136.00,74592.00,0.5967,true,0.145664,102723.54,153115.90,50392.36,true,1.4802
256,443464,3,125000,137800,103680.00,175446.00,71766.00,0.5741,true,0.102400,102775.61,152743.29,49967.68,true,1.4362
257,451383,3,125000,137853,106032.00,178752.00,72720.00,0.5818,true,0.102824,102302.46,153852.11,51549.66,true,1.4107
258,459302,3,125000,120050,89056.00,154495.00,65439.00,0.5235,true,0.039600,102982.21,153167.32,50185.11,true,1.3040
259,467221,3,125000,124950,95220.00,163350.00,68130.00,0.5450,true,0.000400,103086.94,153830.91,50743.97,true,1.3426
260,475140,3,125000,129948,99405.00,169344.00,69939.00,0.5595,true,0.039584,102579.63,152260.99,49681.36,true,1.4078
261,483059,3,125000,127400,99360.00,166155.00,66795.00,0.5344,true,0.019200,102744.34,153230.08,50485.74,true,1.3230
262,490978,3,125000,140250,108100.00,181720.00,73620.00,0.5890,true,0.122000,102977.01,153567.42,50590.40,true,1.4552
263,498897,3,125000,134640,101200.00,171985.00,70785.00,0.5663,true,0.077120,102994.62,153237.45,50242.84,true,1.4089
264,506816,3,125000,117600,89010.00,148824.00,59814.00,0.4785,true,0.059200,102798.61,152561.27,49762.66,true,1.2020
265,514735,3,125000,137700,103684.00,172260.00,68576.00,0.5486,true,0.101600,102434.81,153450.71,51015.90,true,1.3442
266,522654,3,125000,124950,93060.00,160272.00,67212.00,0.5377,true,0.000400,102912.89,153044.20,50131.32,true,1.3407
267,530573,3,125000,130050,97336.00,166375.00,69039.00,0.5523,true,0.040400,102139.83,153220.37,51080.54,true,1.3516
268,538492,3,125000,127500,97290.00,166320.00,69030.00,0.5522,true,0.020000,102715.34,152914.05,50198.71,true,1.3751
269,546411,3,125000,137592,105840.00,181602.00,75762.00,0.6061,true,0.100736,102606.79,152386.19,49779.41,true,1.5220
270,554330,3,125000,129948,97290.00,166320.00,69030.00,0.5522,true,0.039584,102538.94,153676.15,51137.21,true,1.3499
271,562249,3,125000,140250,105570.00,178200.00,72630.00,0.5810,true,0.122000,102726.29,153019.32,50293.03,true,1.4441
272,570168,3,125000,129168,98784.00,168150.00,69366.00,0.5549,true,0.033344,102618.76,153192.49,50573.73,true,1.3716
273,578087,3,125000,119952,89010.00,154440.00,65430.00,0.5234,true,0.040384,102546.71,152862.89,50316.18,true,1.3004
274,586006,3,125000,126665,96390.00,165240.00,68850.00,0.5508,true,0.013320,102964.95,153560.34,50595.38,true,1.3608
275,593925,3,125000,151470,112700.00,188210.00,75510.00,0.6041,true,0.211760,103195.74,153203.55,50007.81,true,1.5100
276,601844,3,125000,116748,86436.00,147900.00,61464.00,0.4917,true,0.066016,102670.07,153174.23,50504.17,true,1.2170
277,609763,3,125000,108000,81098.00,140140.00,59042.00,0.4723,true,0.136000,103111.71,153617.75,50506.04,true,1.1690
278,617682,3,125000,127296,94944.00,163020.00,68076.00,0.5446,true,0.018368,103001.42,152784.21,49782.79,true,1.3675
279,625601,3,125000,129948,97152.00,166155.00,69003.00,0.5520,true,0.039584,103056.88,152831.79,49774.91,true,1.3863
280,633520,3,125000,108241,81270.00,140454.00,59184.00,0.4735,true,0.134072,102520.14,152922.19,50402.05,true,1.1742
281,641439,3,125000,132500,103684.00,175450.00,71766.00,0.5741,true,0.060000,102303.09,152766.90,50463.80,true,1.4221
282,649358,3,125000,119646,90804.00,157080.00,66276.00,0.5302,true,0.042832,102412.31,153484.92,51072.61,true,1.2977
283,657277,3,125000,129654,99225.00,165996.00,66771.00,0.5342,true,0.037232,102307.10,152867.23,50560.13,true,1.3206
284,665196,3,125000,121992,94752.00,162792.00,68040.00,0.5443,true,0.024064,103218.61,152866.13,49647.52,true,1.3705
285,673115,3,125000,119850,92966.00,157080.00,64114.00,0.5129,true,0.041200,102736.84,153203.13,50466.29,true,1.2704
286,681034,3,125000,122451,91080.00,157410.00,66330.00,0.5306,true,0.020392,102537.00,152871.61,50334.62,true,1.3178
287,688953,3,125000,130000,99452.00,172425.00,72973.00,0.5838,true,0.040000,102344.67,152336.92,49992.25,true,1.4597
288,696872,3,125000,137200,100980.00,174582.00,73602.00,0.5888,true,0.097600,102289.05,153422.29,51133.24,true,1.4394
289,704791,3,125000,127400,99360.00,166212.00,66852.00,0.5348,true,0.019200,103004.26,153628.51,50624.26,true,1.3206
290,712710,3,125000,148824,112896.00,191748.00,78852.00,0.6308,true,0.190592,102638.98,153095.15,50456.17,true,1.5628
291,720629,3,125000,137376,107800.00,181366.00,73566.00,0.5885,true,0.099008,102165.29,153415.08,51249.79,true,1.4354
292,728548,3,125000,122304,93060.00,160272.00,67212.00,0.5377,true,0.021568,102517.79,153050.91,50533.12,true,1.3301
293,736467,3,125000,119340,92496.00,156408.00,63912.00,0.5113,true,0.045280,102983.24,152981.80,49998.56,true,1.2783
294,744386,3,125000,136864,105264.00,177840.00,72576.00,0.5806,true,0.094912,102769.62,153232.24,50462.62,true,1.4382
295,752305,3,125000,135150,101430.00,172260.00,70830.00,0.5666,true,0.081200,102687.35,152900.57,50213.22,true,1.4106
296,760224,3,125000,122247,88872.00,154275.00,65403.00,0.5232,true,0.022024,102308.62,152409.26,50100.64,true,1.3054
297,768143,3,125000,122059,92880.00,160056.00,67176.00,0.5374,true,0.023528,102816.42,153256.80,50440.38,true,1.3318
298,776062,3,125000,119952,93060.00,160272.00,67212.00,0.5377,true,0.040384,102189.07,153041.33,50852.26,true,1.3217
299,783981,3,125000,112896,87120.00,151686.00,64566.00,0.5165,true,0.096832,103254.33,152649.27,49394.94,true,1.3071
300,0,4,6250000,6945120,4815573.00,9549120.00,4733547.00,0.7574,true,0.111219,5004159.02,7906967.38,2902808.36,true,1.6307
301,7919,4,6250000,5412050,3657150.00,7590024.00,3932874.00,0.6293,true,0.134072,4983911.41,7910148.40,2926236.99,true,1.3440
302,15838,4,6250000,7019691,4872960.00,9824976.00,4952016.00,0.7923,true,0.123151,4982926.71,7917421.09,2934494.39,true,1.6875
303,23757,4,6250000,6996000,4857600.00,9781200.00,4923600.00,0.7878,true,0.119360,4979320.04,7912979.67,2933659.63,true,1.6783
304,31676,4,6250000,5512500,3736125.00,7873200.00,4137075.00,0.6619,true,0.118000,4983119.86,7923405.63,2940285.78,true,1.4070
305,39595,4,6250000,6210000,4443600.00,8761500.00,4317900.00,0.6909,true,0.006400,4976544.53,7904710.56,2928166.03,true,1.4746
306,47514,4,6250000,6624800,4466880.00,9135504.00,4668624.00,0.7470,true,0.059968,4992500.33,7931511.76,2939011.43,true,1.5885
307,55433,4,6250000,6757500,4669920.00,9307872.00,4637952.00,0.7421,true,0.081200,5020805.29,7910197.99,2889392.70,true,1.6052
308,63352,4,6250000,6117552,4373820.00,8975232.00,4601412.00,0.7362,true,0.021192,4997194.52,7904554.47,2907359.95,true,1.5827
309,71271,4,6250000,6857256,4645080.00,9444600.00,4799520.00,0.7679,true,0.097161,5001269.92,7882684.02,2881414.10,true,1.6657
310,79190,4,6250000,6347068,4354560.00,8947746.00,4593186.00,0.7349,true,0.015531,5015783.89,7880165.03,2864381.14,true,1.6036
311,87109,4,6250000,6604416,4458608.00,9105824.00,4647216.00,0.7436,true,0.056707,4983923.87,7911316.21,2927392.34,true,1.5875
312,95028,4,6250000,6232800,4272480.00,8957520.00,4685040.00,0.7496,true,0.002752,5004131.70,7886793.96,2882662.26,true,1.6252
313,102947,4,6250000,6085800,4260060.00,8613000.00,4352940.00,0.6965,true,0.026272,5005460.16,7926569.93,2921109.77,true,1.4902
314,110866,4,6250000,7265664,4954752.00,10135455.00,5180703.00,0.8289,true,0.162506,4982413.68,7912908.18,2930494.49,true,1.7679
315,118785,4,6250000,6762600,4771440.00,9652608.00,4881168.00,0.7810,true,0.082016,4990450.64,7906992.22,2916541.59,true,1.6736
316,126704,4,6250000,7996800,5733624.00,11272800.00,5539176.00,0.8863,true,0.279488,4967322.43,7920964.44,2953642.01,true,1.8754
317,134623,4,6250000,6991712,4853925.00,9797760.00,4943835.00,0.7910,true,0.118674,4973615.02,7930481.90,2956866.88,true,1.6720
318,142542,4,6250000,7126168,4932928.00,9938242.00,5005314.00,0.8009,true,0.140187,4999610.35,7947502.34,2947891.99,true,1.6979
319,150461,4,6250000,5416656,3746160.00,7887672.00,4141512.00,0.6626,true,0.133335,4986635.85,7914075.20,2927439.35,true,1.4147
320,158380,4,6250000,7152138,4863936.00,9812208.00,4948272.00,0.7917,true,0.144342,4982231.67,7905253.75,2923022.08,true,1.6929
321,166299,4,6250000,6726720,4640592.00,9260160.00,4619568.00,0.7391,true,0.076275,5006141.32,7902037.90,2895896.58,true,1.5952
322,174218,4,6250000,6624800,4466880.00,9135504.00,4668624.00,0.7470,true,0.059968,5022978.70,7927253.22,2904274.52,true,1.6075
323,182137,4,6250000,6577368,4433940.00,9088200.00,4654260.00,0.7447,true,0.052379,5000016.88,7889768.13,2889751.26,true,1.6106
324,190056,4,6250000,6732000,4554000.00,9287190.00,4733190.00,0.7573,true,0.077120,4997203.45,7903015.00,2905811.56,true,1.6289
325,197975,4,6250000,6616944,4665408.00,9295104.00,4629696.00,0.7408,true,0.058711,4967197.91,7906057.82,2938859.91,true,1.5753
326,205894,4,6250000,6242400,4471016.00,9141440.00,4670424.00,0.7473,true,0.001216,5008363.45,7920404.25,2912040.80,true,1.6038
327,213813,4,6250000,7143552,5070912.00,10162644.00,5091732.00,0.8147,true,0.142968,5016427.35,7924139.59,2907712.23,true,1.7511
328,221732,4,6250000,6843200,4741266.00,9609600.00,4868334.00,0.7789,true,0.094912,4968544.73,7905650.15,2937105.42,true,1.6575
329,229651,4,6250000,6364800,4466880.00,9135504.00,4668624.00,0.7470,true,0.018368,4977356.03,7950443.47,2973087.44,true,1.5703
330,237570,4,6250000,6122550,4378050.00,8981280.00,4603230.00,0.7365,true,0.020392,4986503.58,7925247.61,2938744.03,true,1.5664
331,245489,4,6250000,6996000,4846100.00,9786920.00,4940820.00,0.7905,true,0.119360,4969539.92,7954819.62,2985279.71,true,1.6551
332,253408,4,6250000,6614400,4466880.00,9120384.00,4653504.00,0.7446,true,0.058304,4985894.76,7900755.92,2914861.16,true,1.5965
333,261327,4,6250000,5806350,3960600.00,8085000.00,4124400.00,0.6599,true,0.070984,5004668.04,7901189.58,2896521.54,true,1.4239
334,269246,4,6250000,5865600,4001580.00,8019648.00,4018068.00,0.6429,true,0.061504,4984326.62,7926172.63,2941846.01,true,1.3658
335,277165,4,6250000,6625000,4665780.00,9474300.00,4808520.00,0.7694,true,0.060000,4988966.19,7901592.76,2912626.57,true,1.6509
336,285084,4,6250000,6359808,4460544.00,9126441.00,4665897.00,0.7465,true,0.017569,4988186.91,7912800.29,2924613.38,true,1.5954
337,293003,4,6250000,7870500,5409600.00,10912935.00,5503335.00,0.8805,true,0.259280,4997302.46,7897541.64,2900239.18,true,1.8975
338,300922,4,6250000,5527200,3740352.00,7879245.00,4138893.00,0.6622,true,0.115648,4974120.79,7927634.34,2953513.55,true,1.4013
339,308841,4,6250000,7138560,4956996.00,9959040.00,5002044.00,0.8003,true,0.142170,4991075.76,7906610.64,2915534.88,true,1.7157
340,316760,4,6250000,6242400,4183470.00,8648640.00,4465170.00,0.7144,true,0.001216,4984593.48,7931846.87,2947253.39,true,1.5150
341,324679,4,6250000,6232200,4369402.00,8790768.00,4421366.00,0.7074,true,0.002848,4993993.77,7940016.36,2946022.59,true,1.5008
342,332598,4,6250000,6622350,4562096.00,9298850.00,4736754.00,0.7579,true,0.059576,5005240.07,7914170.84,2908930.77,true,1.6283
343,340517,4,6250000,6352050,4462368.00,9289280.00,4826912.00,0.7723,true,0.016328,5007473.36,7900495.38,2893022.03,true,1.6685
344,348436,4,6250000,6622350,4570560.00,9310950.00,4740390.00,0.7585,true,0.059576,5017643.91,7893697.98,2876054.07,true,1.6482
345,356355,4,6250000,6760000,4773696.00,9307872.00,4534176.00,0.7255,true,0.081600,4984902.53,7882732.33,2897829.81,true,1.5647
346,364274,4,6250000,6890000,4875264.00,9474084.00,4598820.00,0.7358,true,0.102400,4970668.96,7887626.71,2916957.75,true,1.5766
347,372193,4,6250000,6987255,4747200.00,9433215.00,4686015.00,0.7498,true,0.117961,5023914.65,7903716.47,2879801.82,true,1.6272
348,380112,4,6250000,5877648,3918464.00,8033740.00,4115276.00,0.6584,true,0.059576,4971356.27,7874698.34,2903342.07,true,1.4174
349,388031,4,6250000,6598800,4547250.00,9261702.00,4714452.00,0.7543,true,0.055808,4983351.04,7913620.35,2930269.31,true,1.6089
350,395950,4,6250000,5747700,3997350.00,8173872.00,4176522.00,0.6682,true,0.080368,5000123.19,7876012.10,2875888.91,true,1.4523
351,403869,4,6250000,7590024,5412050.00,10923024.00,5510974.00,0.8818,true,0.214404,4990855.30,7915353.19,2924497.89,true,1.8844
352,411788,4,6250000,5416656,3662912.00,7592727.00,3929815.00,0.6288,true,0.133335,5009964.37,7893182.91,2883218.54,true,1.3630
353,419707,4,6250000,6497400,4375888.00,9138525.00,4762637.00,0.7620,true,0.039584,4993035.94,7906929.90,2913893.96,true,1.6345
354,427626,4,6250000,6110208,4268352.00,8797152.00,4528800.00,0.7246,true,0.022367,4999171.67,7885365.30,2886193.63,true,1.5691
355,435545,4,6250000,7264593,4946656.00,9957640.00,5010984.00,0.8018,true,0.162335,4997029.81,7910383.13,2913353.32,true,1.7200
356,443464,4,6250000,6887244,4771440.00,9824976.00,5053536.00,0.8086,true,0.101959,5010451.08,7869115.33,2858664.25,true,1.7678
357,451383,4,6250000,7027800,4870845.00,9821952.00,4951107.00,0.7922,true,0.124448,4989712.10,7919479.26,2929767.16,true,1.6899
358,459302,4,6250000,6591186,4542692.00,9092892.00,4550200.00,0.7280,true,0.054590,4998524.50,7927661.93,2929137.43,true,1.5534
359,467221,4,6250000,6615000,4462920.00,9129780.00,4666860.00,0.7467,true,0.058400,4995649.13,7920430.66,2924781.53,true,1.5956
360,475140,4,6250000,6609600,4661272.00,9467920.00,4806648.00,0.7691,true,0.057536,4970065.42,7901521.46,2931456.04,true,1.6397
