trial_id,seed,scenario,witness_density,sample_size,witness_found,tests_run,elapsed_micros,witness_value
439,3476441,moderate,0.1,50,true,8,16,"{""x"":448600}"
440,3484360,moderate,0.1,50,true,2,13,"{""x"":318470}"
441,3492279,moderate,0.1,50,true,1,27,"{""x"":655110}"
442,3500198,moderate,0.1,50,true,3,25,"{""x"":204200}"
443,3508117,moderate,0.1,50,true,50,41,"{""x"":276680}"
444,3516036,moderate,0.1,50,true,4,28,"{""x"":682890}"
445,3523955,moderate,0.1,50,true,1,188,"{""x"":819580}"
446,3531874,moderate,0.1,50,true,2,30,"{""x"":30820}"
447,3539793,moderate,0.1,50,true,11,20,"{""x"":135730}"
448,3547712,moderate,0.1,50,true,20,25,"{""x"":60070}"
449,3555631,moderate,0.1,50,true,20,24,"{""x"":378230}"
450,3563550,moderate,0.1,100,true,16,24,"{""x"":332940}"
451,3571469,moderate,0.1,100,true,5,58,"{""x"":567150}"
452,3579388,moderate,0.1,100,true,38,50,"{""x"":187080}"
453,3587307,moderate,0.1,100,true,2,15,"{""x"":173610}"
454,3595226,moderate,0.1,100,true,5,16,"{""x"":658250}"
455,3603145,moderate,0.1,100,true,5,26,"{""x"":488790}"
456,3611064,moderate,0.1,100,true,11,33,"{""x"":485380}"
457,3618983,moderate,0.1,100,true,2,21,"{""x"":31890}"
458,3626902,moderate,0.1,100,true,3,15,"{""x"":349330}"
459,3634821,moderate,0.1,100,true,4,15,"{""x"":980660}"
460,3642740,moderate,0.1,100,true,5,15,"{""x"":644720}"
461,3650659,moderate,0.1,100,true,11,26,"{""x"":677760}"
462,3658578,moderate,0.1,100,true,1,13,"{""x"":332480}"
463,3666497,moderate,0.1,100,true,17,21,"{""x"":847470}"
464,3674416,moderate,0.1,100,true,2,13,"{""x"":218640}"
465,3682335,moderate,0.1,100,true,15,20,"{""x"":547530}"
466,3690254,moderate,0.1,100,true,12,19,"{""x"":320}"
467,3698173,moderate,0.1,100,true,38,34,"{""x"":107650}"
468,3706092,moderate,0.1,100,true,16,21,"{""x"":629740}"
469,3714011,moderate,0.1,100,true,2,13,"{""x"":720}"
470,3721930,moderate,0.1,100,true,10,26,"{""x"":156210}"
471,3729849,moderate,0.1,100,true,9,17,"{""x"":556400}"
472,3737768,moderate,0.1,100,true,2,14,"{""x"":436580}"
473,3745687,moderate,0.1,100,true,12,19,"{""x"":697880}"
474,3753606,moderate,0.1,100,true,7,16,"{""x"":791840}"
475,3761525,moderate,0.1,100,true,24,26,"{""x"":300260}"
476,3769444,moderate,0.1,100,true,2,14,"{""x"":423560}"
477,3777363,moderate,0.1,100,true,1,13,"{""x"":193030}"
478,3785282,moderate,0.1,100,true,9,35,"{""x"":264160}"
479,3793201,moderate,0.1,100,true,3,14,"{""x"":325950}"
480,3801120,moderate,0.1,100,true,16,21,"{""x"":106980}"
481,3809039,moderate,0.1,100,true,25,26,"{""x"":477470}"
482,3816958,moderate,0.1,100,true,13,19,"{""x"":99520}"
483,3824877,moderate,0.1,100,true,10,18,"{""x"":24300}"
484,3832796,moderate,0.1,100,true,13,19,"{""x"":619920}"
485,3840715,moderate,0.1,100,true,10,18,"{""x"":935150}"
486,3848634,moderate,0.1,100,true,24,25,"{""x"":507200}"
487,3856553,moderate,0.1,100,true,18,28,"{""x"":957140}"
488,3864472,moderate,0.1,100,true,3,14,"{""x"":480890}"
489,3872391,moderate,0.1,100,true,1,12,"{""x"":994060}"
490,3880310,moderate,0.1,100,true,11,18,"{""x"":432000}"
491,3888229,moderate,0.1,100,true,8,16,"{""x"":871090}"
492,3896148,moderate,0.1,100,true,22,24,"{""x"":328810}"
493,3904067,moderate,0.1,100,true,1,13,"{""x"":91800}"
494,3911986,moderate,0.1,100,true,2,13,"{""x"":223650}"
495,3919905,moderate,0.1,100,true,30,29,"{""x"":947810}"
496,3927824,moderate,0.1,100,true,13,20,"{""x"":834470}"
497,3935743,moderate,0.1,100,true,11,19,"{""x"":262560}"
498,3943662,moderate,0.1,100,true,3,15,"{""x"":693590}"
499,3951581,moderate,0.1,100,true,14,20,"{""x"":940910}"
500,3959500,moderate,0.1,200,true,3,16,"{""x"":242060}"
501,3967419,moderate,0.1,200,true,3,18,"{""x"":52850}"
502,3975338,moderate,0.1,200,true,16,24,"{""x"":213050}"
503,3983257,moderate,0.1,200,true,34,33,"{""x"":454310}"
504,3991176,moderate,0.1,200,true,4,22,"{""x"":565510}"
505,3999095,moderate,0.1,200,true,10,20,"{""x"":864180}"
506,4007014,moderate,0.1,200,true,1,14,"{""x"":643290}"
507,4014933,moderate,0.1,200,true,6,17,"{""x"":852880}"
508,4022852,moderate,0.1,200,true,16,24,"{""x"":173580}"
509,4030771,moderate,0.1,200,true,3,30,"{""x"":98120}"
510,4038690,moderate,0.1,200,true,9,208,"{""x"":34020}"
511,4046609,moderate,0.1,200,true,6,21,"{""x"":315770}"
512,4054528,moderate,0.1,200,true,1,14,"{""x"":505570}"
513,4062447,moderate,0.1,200,true,17,30,"{""x"":622340}"
514,4070366,moderate,0.1,200,true,15,31,"{""x"":152740}"
515,4078285,moderate,0.1,200,true,28,32,"{""x"":858250}"
516,4086204,moderate,0.1,200,true,15,27,"{""x"":642270}"
517,4094123,moderate,0.1,200,true,10,19,"{""x"":849830}"
518,4102042,moderate,0.1,200,true,3,15,"{""x"":873600}"
519,4109961,moderate,0.1,200,true,1,17,"{""x"":205410}"
520,4117880,moderate,0.1,200,true,8,18,"{""x"":306000}"
521,4125799,moderate,0.1,200,true,4,19,"{""x"":217310}"
522,4133718,moderate,0.1,200,true,5,25,"{""x"":517140}"
523,4141637,moderate,0.1,200,true,11,26,"{""x"":756940}"
524,4149556,moderate,0.1,200,true,10,20,"{""x"":225710}"
525,4157475,moderate,0.1,200,true,8,21,"{""x"":652320}"
526,4165394,moderate,0.1,200,true,1,172,"{""x"":989420}"
527,4173313,moderate,0.1,200,true,7,19,"{""x"":771090}"
528,4181232,moderate,0.1,200,true,5,16,"{""x"":946900}"
529,4189151,moderate,0.1,200,true,28,29,"{""x"":707310}"
530,4197070,moderate,0.1,200,true,4,21,"{""x"":911230}"
531,4204989,moderate,0.1,200,true,5,16,"{""x"":178780}"
532,4212908,moderate,0.1,200,true,3,14,"{""x"":778920}"
533,4220827,moderate,0.1,200,true,19,24,"{""x"":860000}"
534,4228746,moderate,0.1,200,true,1,13,"{""x"":927040}"
535,4236665,moderate,0.1,200,true,32,31,"{""x"":763540}"
536,4244584,moderate,0.1,200,true,3,14,"{""x"":26790}"
537,4252503,moderate,0.1,200,true,16,21,"{""x"":118990}"
538,4260422,moderate,0.1,200,true,19,25,"{""x"":294370}"
539,4268341,moderate,0.1,200,true,10,18,"{""x"":356140}"
540,4276260,moderate,0.1,200,true,15,21,"{""x"":493590}"
541,4284179,moderate,0.1,200,true,4,15,"{""x"":554660}"
542,4292098,moderate,0.1,200,true,4,15,"{""x"":894300}"
543,4300017,moderate,0.1,200,true,12,30,"{""x"":604190}"
544,4307936,moderate,0.1,200,true,4,16,"{""x"":164180}"
545,4315855,moderate,0.1,200,true,4,21,"{""x"":244480}"
546,4323774,moderate,0.1,200,true,14,20,"{""x"":364090}"
547,4331693,moderate,0.1,200,true,8,17,"{""x"":202790}"
548,4339612,moderate,0.1,200,true,10,19,"{""x"":300940}"
549,4347531,moderate,0.1,200,true,5,15,"{""x"":491180}"
550,4355450,moderate,0.1,500,true,1,17,"{""x"":677460}"
551,4363369,moderate,0.1,500,true,20,28,"{""x"":694340}"
552,4371288,moderate,0.1,500,true,4,19,"{""x"":176950}"
553,4379207,moderate,0.1,500,true,4,26,"{""x"":281550}"
554,4387126,moderate,0.1,500,true,1,18,"{""x"":467750}"
555,4395045,moderate,0.1,500,true,11,24,"{""x"":966690}"
556,4402964,moderate,0.1,500,true,5,24,"{""x"":903840}"
557,4410883,moderate,0.1,500,true,11,52,"{""x"":434380}"
558,4418802,moderate,0.1,500,true,1,19,"{""x"":993820}"
559,4426721,moderate,0.1,500,true,2,18,"{""x"":586400}"
560,4434640,moderate,0.1,500,true,1,17,"{""x"":279400}"
561,4442559,moderate,0.1,500,true,31,34,"{""x"":463700}"
562,4450478,moderate,0.1,500,true,14,24,"{""x"":161620}"
563,4458397,moderate,0.1,500,true,1,26,"{""x"":884000}"
564,4466316,moderate,0.1,500,true,3,19,"{""x"":873700}"
565,4474235,moderate,0.1,500,true,9,21,"{""x"":244220}"
566,4482154,moderate,0.1,500,true,3,19,"{""x"":539980}"
567,4490073,moderate,0.1,500,true,62,56,"{""x"":273410}"
568,4497992,moderate,0.1,500,true,9,21,"{""x"":172000}"
569,4505911,moderate,0.1,500,true,35,40,"{""x"":788870}"
570,4513830,moderate,0.1,500,true,3,21,"{""x"":524570}"
571,4521749,moderate,0.1,500,true,13,24,"{""x"":720980}"
572,4529668,moderate,0.1,500,true,22,33,"{""x"":664430}"
573,4537587,moderate,0.1,500,true,20,27,"{""x"":326230}"
574,4545506,moderate,0.1,500,true,13,23,"{""x"":277820}"
575,4553425,moderate,0.1,500,true,10,21,"{""x"":990490}"
576,4561344,moderate,0.1,500,true,1,24,"{""x"":105890}"
577,4569263,moderate,0.1,500,true,16,26,"{""x"":580800}"
578,4577182,moderate,0.1,500,true,5,18,"{""x"":970420}"
579,4585101,moderate,0.1,500,true,10,29,"{""x"":678100}"
580,4593020,moderate,0.1,500,true,32,338,"{""x"":167090}"
581,4600939,moderate,0.1,500,true,5,38,"{""x"":896420}"
582,4608858,moderate,0.1,500,true,3,31,"{""x"":193040}"
583,4616777,moderate,0.1,500,true,8,22,"{""x"":911690}"
584,4624696,moderate,0.1,500,true,10,25,"{""x"":926580}"
585,4632615,moderate,0.1,500,true,7,21,"{""x"":438440}"
586,4640534,moderate,0.1,500,true,10,28,"{""x"":979670}"
587,4648453,moderate,0.1,500,true,4,19,"{""x"":741470}"
588,4656372,moderate,0.1,500,true,6,23,"{""x"":812140}"
589,4664291,moderate,0.1,500,true,15,29,"{""x"":317390}"
590,4672210,moderate,0.1,500,true,2,18,"{""x"":271160}"
591,4680129,moderate,0.1,500,true,9,24,"{""x"":511670}"
592,4688048,moderate,0.1,500,true,10,22,"{""x"":329980}"
593,4695967,moderate,0.1,500,true,8,21,"{""x"":612780}"
594,4703886,moderate,0.1,500,true,14,26,"{""x"":415720}"
595,4711805,moderate,0.1,500,true,20,32,"{""x"":776840}"
596,4719724,moderate,0.1,500,true,2,24,"{""x"":880090}"
597,4727643,moderate,0.1,500,true,5,24,"{""x"":428040}"
598,4735562,moderate,0.1,500,true,10,34,"{""x"":614310}"
599,4743481,moderate,0.1,500,true,13,27,"{""x"":622940}"
600,4751400,dense,0.5,50,true,1,31,"{""x"":21784}"
601,4759319,dense,0.5,50,true,3,23,"{""x"":609250}"
602,4767238,dense,0.5,50,true,2,14,"{""x"":577368}"
603,4775157,dense,0.5,50,true,2,17,"{""x"":253234}"
604,4783076,dense,0.5,50,true,5,19,"{""x"":35706}"
605,4790995,dense,0.5,50,true,1,16,"{""x"":366332}"
606,4798914,dense,0.5,50,true,4,14,"{""x"":647584}"
607,4806833,dense,0.5,50,true,1,11,"{""x"":363406}"
608,4814752,dense,0.5,50,true,1,12,"{""x"":849914}"
609,4822671,dense,0.5,50,true,1,16,"{""x"":176996}"
610,4830590,dense,0.5,50,true,3,13,"{""x"":17066}"
611,4838509,dense,0.5,50,true,3,16,"{""x"":777190}"
612,4846428,dense,0.5,50,true,1,18,"{""x"":726396}"
613,4854347,dense,0.5,50,true,1,13,"{""x"":62580}"
614,4862266,dense,0.5,50,true,4,14,"{""x"":428548}"
615,4870185,dense,0.5,50,true,1,11,"{""x"":289128}"
616,4878104,dense,0.5,50,true,1,11,"{""x"":337594}"
617,4886023,dense,0.5,50,true,1,18,"{""x"":856488}"
618,4893942,dense,0.5,50,true,2,18,"{""x"":343008}"
619,4901861,dense,0.5,50,true,1,14,"{""x"":409252}"
620,4909780,dense,0.5,50,true,1,11,"{""x"":45736}"
621,4917699,dense,0.5,50,true,5,16,"{""x"":533686}"
622,4925618,dense,0.5,50,true,1,15,"{""x"":624320}"
623,4933537,dense,0.5,50,true,1,13,"{""x"":419730}"
624,4941456,dense,0.5,50,true,1,16,"{""x"":315266}"
625,4949375,dense,0.5,50,true,6,20,"{""x"":314846}"
626,4957294,dense,0.5,50,true,3,12,"{""x"":71484}"
627,4965213,dense,0.5,50,true,1,11,"{""x"":756222}"
628,4973132,dense,0.5,50,true,1,10,"{""x"":471530}"
629,4981051,dense,0.5,50,true,1,10,"{""x"":438664}"
630,4988970,dense,0.5,50,true,2,17,"{""x"":897152}"
631,4996889,dense,0.5,50,true,1,14,"{""x"":280066}"
632,5004808,dense,0.5,50,true,1,10,"{""x"":181626}"
633,5012727,dense,0.5,50,true,1,10,"{""x"":600540}"
634,5020646,dense,0.5,50,true,1,19,"{""x"":301602}"
635,5028565,dense,0.5,50,true,1,12,"{""x"":420014}"
636,5036484,dense,0.5,50,true,5,12,"{""x"":183766}"
637,5044403,dense,0.5,50,true,2,11,"{""x"":620794}"
638,5052322,dense,0.5,50,true,2,24,"{""x"":462786}"
639,5060241,dense,0.5,50,true,1,10,"{""x"":75282}"
640,5068160,dense,0.5,50,true,3,13,"{""x"":358590}"
641,5076079,dense,0.5,50,true,2,14,"{""x"":738536}"
642,5083998,dense,0.5,50,true,3,11,"{""x"":146920}"
643,5091917,dense,0.5,50,true,1,19,"{""x"":728462}"
644,5099836,dense,0.5,50,true,1,10,"{""x"":228854}"
645,5107755,dense,0.5,50,true,1,10,"{""x"":679596}"
646,5115674,dense,0.5,50,true,3,20,"{""x"":647726}"
647,5123593,dense,0.5,50,true,1,11,"{""x"":955226}"
648,5131512,dense,0.5,50,true,1,13,"{""x"":205132}"
649,5139431,dense,0.5,50,true,1,10,"{""x"":409408}"
650,5147350,dense,0.5,100,true,3,13,"{""x"":611158}"
651,5155269,dense,0.5,100,true,2,12,"{""x"":876682}"
652,5163188,dense,0.5,100,true,2,11,"{""x"":474178}"
653,5171107,dense,0.5,100,true,2,12,"{""x"":275312}"
654,5179026,dense,0.5,100,true,2,14,"{""x"":273600}"
655,5186945,dense,0.5,100,true,1,11,"{""x"":532918}"
656,5194864,dense,0.5,100,true,3,12,"{""x"":346556}"
657,5202783,dense,0.5,100,true,1,10,"{""x"":182542}"
658,5210702,dense,0.5,100,true,1,10,"{""x"":6968}"
659,5218621,dense,0.5,100,true,1,10,"{""x"":854722}"
660,5226540,dense,0.5,100,true,1,10,"{""x"":566948}"
661,5234459,dense,0.5,100,true,2,20,"{""x"":25090}"
662,5242378,dense,0.5,100,true,1,13,"{""x"":186980}"
663,5250297,dense,0.5,100,true,2,14,"{""x"":113720}"
664,5258216,dense,0.5,100,true,1,10,"{""x"":626238}"
665,5266135,dense,0.5,100,true,2,11,"{""x"":532730}"
666,5274054,dense,0.5,100,true,1,11,"{""x"":688550}"
667,5281973,dense,0.5,100,true,2,16,"{""x"":945620}"
668,5289892,dense,0.5,100,true,1,14,"{""x"":936160}"
669,5297811,dense,0.5,100,true,3,12,"{""x"":488468}"
670,5305730,dense,0.5,100,true,4,12,"{""x"":806676}"
671,5313649,dense,0.5,100,true,2,11,"{""x"":430788}"
672,5321568,dense,0.5,100,true,1,10,"{""x"":180868}"
673,5329487,dense,0.5,100,true,3,18,"{""x"":821722}"
674,5337406,dense,0.5,100,true,1,13,"{""x"":881032}"
675,5345325,dense,0.5,100,true,1,13,"{""x"":332852}"
676,5353244,dense,0.5,100,true,1,9,"{""x"":173054}"
677,5361163,dense,0.5,100,true,1,9,"{""x"":301320}"
678,5369082,dense,0.5,100,true,1,12,"{""x"":731770}"
679,5377001,dense,0.5,100,true,5,12,"{""x"":385636}"
680,5384920,dense,0.5,100,true,4,161,"{""x"":622048}"
681,5392839,dense,0.5,100,true,2,15,"{""x"":74914}"
682,5400758,dense,0.5,100,true,3,12,"{""x"":966234}"
683,5408677,dense,0.5,100,true,3,11,"{""x"":382926}"
684,5416596,dense,0.5,100,true,2,10,"{""x"":14826}"
685,5424515,dense,0.5,100,true,5,12,"{""x"":205772}"
686,5432434,dense,0.5,100,true,2,11,"{""x"":410064}"
687,5440353,dense,0.5,100,true,2,10,"{""x"":162334}"
688,5448272,dense,0.5,100,true,1,10,"{""x"":404322}"
689,5456191,dense,0.5,100,true,1,10,"{""x"":941978}"
690,5464110,dense,0.5,100,true,2,10,"{""x"":232284}"
691,5472029,dense,0.5,100,true,2,10,"{""x"":807848}"
692,5479948,dense,0.5,100,true,1,10,"{""x"":435638}"
693,5487867,dense,0.5,100,true,2,10,"{""x"":147566}"
694,5495786,dense,0.5,100,true,1,10,"{""x"":356200}"
695,5503705,dense,0.5,100,true,1,9,"{""x"":207452}"
696,5511624,dense,0.5,100,true,6,12,"{""x"":936278}"
697,5519543,dense,0.5,100,true,1,9,"{""x"":332174}"
698,5527462,dense,0.5,100,true,4,11,"{""x"":561234}"
699,5535381,dense,0.5,100,true,1,9,"{""x"":63140}"
700,5543300,dense,0.5,200,true,2,11,"{""x"":89928}"
701,5551219,dense,0.5,200,true,1,11,"{""x"":464478}"
702,5559138,dense,0.5,200,true,2,11,"{""x"":877616}"
703,5567057,dense,0.5,200,true,4,13,"{""x"":119714}"
704,5574976,dense,0.5,200,true,3,12,"{""x"":81504}"
705,5582895,dense,0.5,200,true,3,12,"{""x"":623684}"
706,5590814,dense,0.5,200,true,4,13,"{""x"":52428}"
707,5598733,dense,0.5,200,true,2,12,"{""x"":828048}"
708,5606652,dense,0.5,200,true,5,13,"{""x"":763032}"
709,5614571,dense,0.5,200,true,3,12,"{""x"":199738}"
710,5622490,dense,0.5,200,true,1,11,"{""x"":664142}"
711,5630409,dense,0.5,200,true,3,12,"{""x"":592572}"
712,5638328,dense,0.5,200,true,1,11,"{""x"":457958}"
713,5646247,dense,0.5,200,true,1,11,"{""x"":33162}"
714,5654166,dense,0.5,200,true,3,12,"{""x"":812600}"
715,5662085,dense,0.5,200,true,2,11,"{""x"":764014}"
716,5670004,dense,0.5,200,true,1,10,"{""x"":566296}"
717,5677923,dense,0.5,200,true,1,10,"{""x"":490714}"
718,5685842,dense,0.5,200,true,1,10,"{""x"":299482}"
719,5693761,dense,0.5,200,true,1,11,"{""x"":45298}"
720,5701680,dense,0.5,200,true,2,11,"{""x"":10650}"
721,5709599,dense,0.5,200,true,3,12,"{""x"":762090}"
722,5717518,dense,0.5,200,true,3,12,"{""x"":814194}"
723,5725437,dense,0.5,200,true,1,11,"{""x"":413652}"
724,5733356,dense,0.5,200,true,4,12,"{""x"":124218}"
725,5741275,dense,0.5,200,true,1,11,"{""x"":553938}"
726,5749194,dense,0.5,200,true,6,14,"{""x"":619340}"
727,5757113,dense,0.5,200,true,2,11,"{""x"":816988}"
728,5765032,dense,0.5,200,true,3,12,"{""x"":136898}"
729,5772951,dense,0.5,200,true,1,10,"{""x"":738388}"
730,5780870,dense,0.5,200,true,2,11,"{""x"":718060}"
731,5788789,dense,0.5,200,true,1,11,"{""x"":843292}"
732,5796708,dense,0.5,200,true,2,11,"{""x"":131104}"
733,5804627,dense,0.5,200,true,2,11,"{""x"":680692}"
734,5812546,dense,0.5,200,true,2,11,"{""x"":7672}"
735,5820465,dense,0.5,200,true,1,10,"{""x"":323818}"
736,5828384,dense,0.5,200,true,1,10,"{""x"":965972}"
737,5836303,dense,0.5,200,true,3,12,"{""x"":439890}"
738,5844222,dense,0.5,200,true,3,12,"{""x"":429850}"
739,5852141,dense,0.5,200,true,1,10,"{""x"":692854}"
740,5860060,dense,0.5,200,true,1,10,"{""x"":669674}"
741,5867979,dense,0.5,200,true,1,11,"{""x"":976590}"
742,5875898,dense,0.5,200,true,2,11,"{""x"":186930}"
743,5883817,dense,0.5,200,true,4,12,"{""x"":276312}"
744,5891736,dense,0.5,200,true,1,14,"{""x"":36480}"
745,5899655,dense,0.5,200,true,6,13,"{""x"":832324}"
746,5907574,dense,0.5,200,true,3,14,"{""x"":907128}"
747,5915493,dense,0.5,200,true,3,12,"{""x"":425508}"
748,5923412,dense,0.5,200,true,5,13,"{""x"":642512}"
749,5931331,dense,0.5,200,true,4,13,"{""x"":82346}"
750,5939250,dense,0.5,500,true,2,15,"{""x"":631800}"
751,5947169,dense,0.5,500,true,6,17,"{""x"":539064}"
752,5955088,dense,0.5,500,true,2,17,"{""x"":698472}"
753,5963007,dense,0.5,500,true,3,18,"{""x"":319936}"
754,5970926,dense,0.5,500,true,3,16,"{""x"":97696}"
755,5978845,dense,0.5,500,true,1,16,"{""x"":432238}"
756,5986764,dense,0.5,500,true,1,36,"{""x"":67268}"
757,5994683,dense,0.5,500,true,3,18,"{""x"":78294}"
758,6002602,dense,0.5,500,true,3,18,"{""x"":674752}"
759,6010521,dense,0.5,500,true,2,17,"{""x"":761690}"
760,6018440,dense,0.5,500,true,3,18,"{""x"":50296}"
761,6026359,dense,0.5,500,true,1,15,"{""x"":52268}"
762,6034278,dense,0.5,500,true,3,16,"{""x"":712628}"
763,6042197,dense,0.5,500,true,1,24,"{""x"":964822}"
764,6050116,dense,0.5,500,true,2,16,"{""x"":46974}"
765,6058035,dense,0.5,500,true,1,21,"{""x"":514928}"
766,6065954,dense,0.5,500,true,1,21,"{""x"":164552}"
767,6073873,dense,0.5,500,true,1,137,"{""x"":271136}"
768,6081792,dense,0.5,500,true,5,17,"{""x"":946668}"
769,6089711,dense,0.5,500,true,1,22,"{""x"":743650}"
770,6097630,dense,0.5,500,true,1,15,"{""x"":181408}"
771,6105549,dense,0.5,500,true,2,15,"{""x"":826026}"
772,6113468,dense,0.5,500,true,1,14,"{""x"":910258}"
773,6121387,dense,0.5,500,true,1,18,"{""x"":678398}"
774,6129306,dense,0.5,500,true,2,19,"{""x"":227450}"
775,6137225,dense,0.5,500,true,2,16,"{""x"":352202}"
776,6145144,dense,0.5,500,true,1,19,"{""x"":854178}"
777,6153063,dense,0.5,500,true,5,18,"{""x"":547428}"
778,6160982,dense,0.5,500,true,2,19,"{""x"":502994}"
779,6168901,dense,0.5,500,true,1,15,"{""x"":786958}"
780,6176820,dense,0.5,500,true,2,19,"{""x"":877050}"
781,6184739,dense,0.5,500,true,2,20,"{""x"":494344}"
782,6192658,dense,0.5,500,true,1,14,"{""x"":468210}"
783,6200577,dense,0.5,500,true,1,14,"{""x"":286246}"
784,6208496,dense,0.5,500,true,2,16,"{""x"":867544}"
785,6216415,dense,0.5,500,true,1,14,"{""x"":309208}"
786,6224334,dense,0.5,500,true,3,15,"{""x"":895174}"
787,6232253,dense,0.5,500,true,2,15,"{""x"":399288}"
788,6240172,dense,0.5,500,true,3,15,"{""x"":751772}"
789,6248091,dense,0.5,500,true,1,14,"{""x"":725526}"
790,6256010,dense,0.5,500,true,2,15,"{""x"":430606}"
791,6263929,dense,0.5,500,true,2,15,"{""x"":299198}"
792,6271848,dense,0.5,500,true,2,15,"{""x"":119902}"
793,6279767,dense,0.5,500,true,2,16,"{""x"":33400}"
794,6287686,dense,0.5,500,true,1,15,"{""x"":601504}"
795,6295605,dense,0.5,500,true,1,15,"{""x"":408248}"
796,6303524,dense,0.5,500,true,1,15,"{""x"":181660}"
797,6311443,dense,0.5,500,true,7,18,"{""x"":312392}"
798,6319362,dense,0.5,500,true,2,17,"{""x"":185484}"
799,6327281,dense,0.5,500,true,2,16,"{""x"":850984}"
800,6335200,exists_forall,0.5,50,true,8,296,"{""a"":533721}"
801,6343119,exists_forall,0.5,50,true,8,60,"{""a"":624524}"
802,6351038,exists_forall,0.5,50,true,7,31,"{""a"":556698}"
803,6358957,exists_forall,0.5,50,true,10,31,"{""a"":594722}"
804,6366876,exists_forall,0.5,50,true,7,23,"{""a"":826129}"
805,6374795,exists_forall,0.5,50,true,7,20,"{""a"":941594}"
806,6382714,exists_forall,0.5,50,true,8,31,"{""a"":818161}"
807,6390633,exists_forall,0.5,50,true,7,21,"{""a"":548760}"
808,6398552,exists_forall,0.5,50,true,7,21,"{""a"":694192}"
809,6406471,exists_forall,0.5,50,true,10,33,"{""a"":633839}"
810,6414390,exists_forall,0.5,50,true,8,40,"{""a"":530617}"
811,6422309,exists_forall,0.5,50,true,9,28,"{""a"":676946}"
812,6430228,exists_forall,0.5,50,true,7,19,"{""a"":553102}"
813,6438147,exists_forall,0.5,50,true,7,19,"{""a"":635278}"
814,6446066,exists_forall,0.5,50,true,8,21,"{""a"":621676}"
815,6453985,exists_forall,0.5,50,true,10,25,"{""a"":531628}"
816,6461904,exists_forall,0.5,50,true,8,20,"{""a"":517875}"
817,6469823,exists_forall,0.5,50,true,9,42,"{""a"":994782}"
818,6477742,exists_forall,0.5,50,true,7,21,"{""a"":617846}"
819,6485661,exists_forall,0.5,50,true,7,23,"{""a"":512470}"
820,6493580,exists_forall,0.5,50,true,10,33,"{""a"":590698}"
821,6501499,exists_forall,0.5,50,true,7,24,"{""a"":804373}"
822,6509418,exists_forall,0.5,50,true,7,20,"{""a"":861374}"
